,unique_id,data_folder,batch_size,max_epochs,cuda,result_folder,model_name,init_lr,weight_decay,band_pass,electrodes,sampling_rate,n_seconds_valid_set,n_seconds_test_set,data
70,GjPSuJiEBXsZe93QDZiUwD,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[30, 40]'",'*',256,180,180,RobotEEG
71,Fm3miGa6LTXVExhuqHzdXh,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[30, 40]'",'*z',256,180,180,onlyEEGData
72,CowNFcTfxE4oJgMRRDZcw6,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[30, 40]'",'*z',256,180,180,RobotEEGAux
73,VS4Zz9aXaZXdphgk6a8UW5,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[30, 40]'",'*z',256,180,180,RobotEEG
74,rNyT9V2jgS9m4H5xVBuD3D,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[30, 40]'",'*C*',256,180,180,onlyEEGData
75,Wvp8fWrz5PxGbso4DjSc3Z,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[30, 40]'",'*C*',256,180,180,RobotEEGAux
76,4gB3SRtLGMJJit42rZh2Zn,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[30, 40]'",'*C*',256,180,180,RobotEEG
77,3nhEcXAsnWRJbo6cK8hafC,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[None, None]'",'*',256,180,180,onlyEEGData
78,S7Vsri4brBMh2gUvPAd2YC,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[None, None]'",'*',256,180,180,RobotEEGAux
79,DDjSrfmc9VVW4eN9arCCU8,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[None, None]'",'*',256,180,180,RobotEEG
80,6RGb9F7tRbANurb7TKuSAL,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[None, None]'",'*z',256,180,180,onlyEEGData
81,xuL7Q6HroRTNt5h48Mr2x2,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[None, None]'",'*z',256,180,180,RobotEEGAux
82,vQ8BQ7ukLHbKWKLK4RqdHJ,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[None, None]'",'*z',256,180,180,RobotEEG
83,7cnYW5DHa5CHdXW5imjiHV,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[None, None]'",'*C*',256,180,180,onlyEEGData
84,wRsj5phQi7j8RRgB9TZqtN,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[None, None]'",'*C*',256,180,180,RobotEEGAux
85,AFEAnja4A4LFyefM2vAmTD,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[None, None]'",'*C*',256,180,180,RobotEEG
86,fzrW7shzme6fkeT9EXe69F,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[0, 4]'",'*',256,180,180,onlyEEGData
87,6f7bdWJNzLxJn7GEcHYQLj,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[0, 4]'",'*',256,180,180,RobotEEGAux
88,NYCe92Wa9preh3ByTJ8fZb,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[0, 4]'",'*',256,180,180,RobotEEG
